country_num,Country Name,Country Code,Destination_down_Source_across,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe
170,Sint Maarten (Dutch part),SXM,Sint Maarten (Dutch part),0,0,0,0,0,0,0.007572536,4.02E-06,0,0.076652845,0,0,0,6.78E-05,0,0,0.00075185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06E-05,0,0,0,0,0,1.79E-05,7.83E-05,0,0,0,0,0,0,0.000536063,0.019632375,0,0,0,0,0.022908337,0.002466531,0,0,0,0,0,0,0,0,0,0,0,4.44E-05,0,0,0,0,0,0,0,0,0.000101311,0,0,0,0,0.004099978,0.002261639,0,2.83E-06,0,0,5.25E-05,1.46E-05,0,0,0,0,0,5.56E-06,0.002318438,1.42E-05,0,0,0,0,0,0,0,0,0,0,0,0.00040673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89E-07,0,0,0,0,0,0,0,0,0,0,0.000749776,0,4.96E-06,0,0,0,0,0,1.05E-05,0,0,0,0,0,0,0,0,0,8.74E-07,1.34E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07E-06,0,0.028651924,0.009253649,0,0.001287369,0,0.002304591,0,0,0,0,0,0,0,0,0,0.000578855,0,0,0,0,0,0,0,0,1.12E-05,0.000106549,0,0,0,5.44E-05,0,0.017548136,0,0,0,0
171,Slovak Republic,SVK,Slovak Republic,3.44E-05,8.54E-05,6.06E-05,0,0.000119318,3.93E-05,0.000411551,8.53E-05,0.000156914,0,0.000534926,0.007174006,3.37E-05,4.52E-05,0.000204117,2.44E-06,1.00E-05,0.000140941,0.001567029,3.41E-05,1.37E-05,0,0,1.70E-05,0.000255782,3.62E-05,7.75E-05,0,0.00157671,1.32E-06,1.07E-05,0,9.87E-06,3.25E-05,0.000391135,0.00056391,2.75E-06,0.000334983,0,4.45E-05,0.000112844,2.04E-05,0,4.32E-06,8.20E-05,0.000111666,8.45E-06,0.000915782,8.94E-05,0,0.000719537,0.181175403,0.001052924,0,4.44E-05,1.48E-05,3.36E-05,6.15E-05,1.28E-06,0,0,0.000282363,1.06E-05,3.77E-05,6.17E-05,0,0.000564245,0.001426425,0.000256016,0,2.82E-05,9.48E-05,0.00122582,2.20E-05,0.000499966,0.000143212,2.89E-05,0.00036049,2.80E-06,1.28E-05,1.89E-05,4.39E-06,2.39E-06,2.53E-06,1.89E-06,0.023852438,0.001780564,1.02E-05,8.95E-06,0.000114762,4.45E-05,0.001358236,0.000326229,0.000575729,0.000963212,1.33E-05,0.000135383,7.67E-05,6.57E-05,5.35E-05,0.00120399,9.32E-05,0.000233228,0,0.000370147,3.20E-05,4.65E-06,0.000407297,0.000149461,1.22E-05,7.39E-06,0.00036408,0.001795332,0.000248091,0.000866587,6.91E-06,0.000117175,1.97E-05,1.00E-05,0.000313381,8.75E-07,0.000286208,0,1.27E-05,7.32E-05,9.17E-06,3.04E-05,0.000138597,9.30E-05,0.000787101,0.000160525,1.90E-05,4.19E-06,1.36E-06,5.20E-06,4.99E-06,0.000626634,0.000189897,6.07E-05,2.06E-05,1.56E-05,9.09E-05,0.001412517,0,0.004418247,0.000152439,1.61E-05,0,0.000104849,7.34E-05,6.70E-06,4.37E-05,6.87E-06,0.001600262,9.13E-05,1.03E-06,7.33E-05,0.002384756,0.000260465,3.30E-06,7.43E-06,0.000302755,2.36E-05,0.000130646,2.49E-05,0.00201069,0.000184536,5.34E-06,5.03E-05,0,0,0.001915865,0.0007109,7.87E-06,0.000129515,3.96E-06,0.000682492,9.26E-06,2.66E-05,1.84E-05,0,0,9.90E-06,0,0.000930435,0.001128963,3.28E-05,1.72E-05,3.10E-06,8.05E-05,0,5.72E-06,0,2.15E-05,0.000208752,0.000114223,4.65E-05,0,0.000241779,1.16E-05,0.001743028,0.00045533,0.001299758,0.000749799,4.27E-05,2.51E-05,0.000110607,2.59E-05,0.000812094,0,1.01E-05,3.28E-05,3.95E-05,9.48E-06
172,Slovenia,SVN,Slovenia,4.95E-06,0.000118039,4.53E-05,0,0,1.36E-05,0,0.005007806,2.58E-05,0.000633495,0.003506356,0.017739111,2.22E-05,2.26E-05,1.57E-05,1.54E-06,1.00E-05,0.000113603,0.001722128,6.82E-05,1.52E-06,5.98E-05,0,5.00E-05,0.072411976,1.21E-05,0.000237213,2.11E-05,0.001172703,3.95E-06,6.42E-06,2.52E-05,5.38E-06,5.75E-05,0.002054441,0.00037594,4.12E-06,2.43E-06,0,0.000211589,0.0001032,2.66E-05,1.64E-05,4.32E-06,2.73E-05,6.28E-05,4.69E-06,0.0583234,5.44E-05,0,0.000156179,0.001339014,0.000462824,0,1.48E-05,0.000128332,1.91E-05,6.21E-05,6.41E-07,0.000836383,1.70E-05,0.000198149,0.000180475,3.77E-05,0,4.78E-06,0.000362485,0.001736224,0,2.41E-05,0.000168974,3.77E-05,0.005306252,7.17E-05,0.000164989,0.004678251,0,0,9.34E-07,1.93E-05,0.000188783,6.58E-06,2.39E-06,5.06E-06,3.78E-06,0.001028122,0.000326019,1.22E-05,1.37E-05,0.000103447,3.57E-05,0.000125835,0,0.000202207,0.002926717,9.47E-06,0.000124023,0.000162543,4.36E-05,6.88E-05,0,0.00036043,1.20E-05,0.06391248,8.07E-05,2.56E-05,2.32E-06,0.000155879,7.23E-05,7.01E-05,2.22E-05,0.000413727,0.006924853,0.000120983,0.002697603,6.91E-06,0.000123684,2.81E-06,1.00E-05,0.00219367,5.25E-06,0.00018465,0,5.70E-05,6.71E-05,9.76E-06,0,0.000359182,5.58E-05,7.38E-05,0.016667877,1.58E-05,6.29E-06,1.36E-06,3.12E-05,1.25E-05,0.000860007,0,0.000102833,4.76E-06,5.21E-06,6.11E-05,0.033758799,0,0.000325721,7.62E-05,7.54E-06,0,3.00E-05,7.34E-05,6.70E-06,8.07E-05,2.63E-05,0.000147172,7.12E-05,1.03E-06,0.000220022,0.000165172,0.000270318,1.65E-06,0,0.000302755,1.18E-05,8.28E-05,1.09E-05,0.031992643,0.646851027,2.67E-05,6.21E-05,0,0.001292091,0,0.000947867,2.21E-05,0.000118811,9.91E-06,0.000362617,1.04E-05,0,0,0,0,1.78E-05,4.28E-06,0.003111041,0.006206965,1.21E-05,2.35E-05,1.55E-05,0.000303045,0.006172355,9.53E-06,0,1.88E-05,0.000105649,7.24E-05,3.48E-05,0,0,7.73E-06,0.000397977,0.000272088,0.000242289,0.000693061,0.000424452,3.19E-05,0,0.000382131,8.17E-06,0,7.26E-06,1.23E-05,5.39E-05,2.57E-05
173,Solomon Islands,SLB,Solomon Islands,0,0,3.33E-05,0,0,0,0,0,0,0,0.000740269,0,0,0,0,2.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.19E-05,0,0,0,0,0,0,0,1.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000477623,0,0.001100702,0.093701997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37E-05,0.000258264,0,0,3.76E-05,0,0,0,0,2.65E-05,0,0,0,0.044547644,0,1.24E-05,0,0,0,5.73E-05,0,0,0,0,0,0,0,0,0,0,0,5.55E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.84E-05,0,0,0,0,0,0.006076719,0.000287436,0,0,0,0,0,0,0,2.79E-05,0,0,0.013512852,0,0,1.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,2.49E-05,2.38E-05,0,0,0.043911072,0,2.67E-05,0,0,0,0,0
174,Somalia,SOM,Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42E-05,0,0,0.016198898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006666776,0,0
175,South Africa,ZAF,South Africa,3.07E-05,0.000224357,0.000402645,0,0,0.09932965,0,0.003930545,0,0,0.02053082,0.017441337,0,0,0.004239351,0.000536363,0.000471159,0.000239964,0.023403823,0,0.000485102,0.005799354,0,0.000304364,0.000203893,0.834117278,0.002866082,0.000737463,0.004402043,0,0.023175333,0,0,0.010190796,0.007368866,0,0.000267778,0,0,0.001753166,0.003846051,0.000356568,0.005241176,0.027212826,0.111097816,0,0.001791881,0.001560992,0.001584418,0,0.045263886,0.006789977,0.016098551,0,0,0,0,0.002214332,0,0,0.001462557,0.001174035,0.927449149,0.006046865,0,0.000353441,0.003652206,0.006034803,0,0.006195191,0,0,0.022613804,0.012728819,0.014910971,0,0,0,0.000138185,0.000271935,0.000443639,0.00020171,0,0,0.002515786,0,0.001278997,0.00242685,0.000473445,0.000939109,0.000139721,0.025931014,0,0.020720645,0.011901859,0.00030224,0.002735125,0.000119632,0,0.051863458,0,0.001416862,0.001136367,0,0.000702331,7.55E-05,3.95E-05,0.001739813,0.001871937,0.95307173,0.00305374,0.001478384,0,0.001013806,0.000587043,0,0.004602355,0.287762764,0.000792505,0.028831087,0.000152237,0.005179434,0,0,0.085624916,3.96E-05,0,0,0.000781206,0,0,0.000588025,0.708020628,0.00012045,0.904627012,0.000104195,0.032987146,0,0.0064004,0.000282588,8.07E-05,0.020874521,0.000348704,0.00411684,0.009656049,0.001943598,0.00270837,0,0.000718966,0.002350061,0.000217637,0.000224581,0.000414398,0.003790144,0.019633036,0,0,0.000729214,0.000511625,0.01285914,0,0,0,0.003253416,0.007099932,0.006309033,0.028945773,0.002180463,0.004438881,0,0.001133642,0,0,0.015173733,0,0,0.001658663,0.000941349,0.001116309,0,0,0,0.002479646,0,0.001269356,0.005037627,2.47E-05,0,0.049013564,0.001453809,0,0,0,0.000113079,0.000239301,0.000613578,0,0,0,0.010322326,0.001048819,0.001643632,0.025717542,0.005513152,0.00053555,0,0,0.000642499,9.84E-05,0,4.12E-05,0.000109734,0.330807591,0.481296947
176,South Sudan,SSD,South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006289343,0.01259828,0,0,0,0,0,0.047501356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001495284,0,0,0.005146837,0,0,0.015101827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.60E-05,0,0,0,0,0,0,0,0,0,0,0,0.018285867,0,0,0,0,0,0,0,0,0,0,0,0.000844003,0,0,0,0,0,0,0,0,0.00017761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002704994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278828981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187911704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Spain,ESP,Spain,9.14E-05,0.002000797,0.034718566,0,0.733444696,0.004977365,0,0.25045756,0.012037957,0,0.010551854,0.014073746,0.000511002,0.001311179,0.000879273,0.00172593,0.00043106,0.00277933,0.074725369,0.000579384,0.000609799,0,0,0.191924136,0.001294782,0,0.068660561,0.000463548,0.084535637,0.000866235,0.000231282,0.018623829,8.53E-05,0.01507878,0.005228987,0,0.000223835,0.000298572,0,0.088460125,0.018252236,0.128971963,0,0.000767624,0.006724602,0.026506798,0.003105989,0.001892112,0.083738977,0,0.00210841,0.015702982,0.037276591,0.001161376,0.011891011,0.110070717,0.373037206,0.001452611,0.007572766,0.162683892,0.000213806,0.010368161,0,0.004803518,0,0.000152839,0.038885051,0.097857804,0,0.003368259,0.188828913,0.013833809,0.042403177,0.018499726,0.003903731,0,0.009074594,0,0.008068868,0.024812429,0.054492081,0.00024556,0.000579928,0.069869492,0,0.012897617,0.026783699,0.002567997,0.00048757,0.005264506,0.001086715,0.017983974,0,0.008166933,0.03373033,0.000269079,0.006083735,0.003157245,0.000612658,0.002948286,0,0.00072086,0.001901388,0,0.002311047,0.000429695,0.000146349,0.010365964,0.004561008,0,0.001683377,0.00537845,0.029751218,0.022044917,0.019651967,0,0.003033518,0.000182792,0.0003207,0,0.01943387,0.002622031,0,0.059650677,0.001481653,0.004247204,0.003650856,0.018355358,0.004408236,0.00518995,0.000642101,0.258257633,0.001266194,2.95E-05,0.000660111,0.001974227,0.044339046,0,0.001132398,0.040243407,0.000734534,0.027156891,0.001208959,0,0.073886113,0.001943598,0.013097643,0,0.034263247,0.000734394,0.0892099,0.126480202,0.00758429,0.012269764,0.043483733,0,0.003337,0.174638922,0.007771995,0.000469733,0,0.011201938,0.002241465,0.003457352,0.098140435,0.004170211,0.001054491,0.00256478,0.001568405,0,0.009549385,0.007295476,0,0.000134781,0.002995973,0,0,0.000366241,0,0.000826219,0,0,0.000194094,0.000940649,0.055234575,0.093321883,0.000944728,0.00013161,0.001124434,0.002306562,0,0.000957175,0,0.000557316,0.003664608,0.001426634,0.000232328,0,0.008220503,0.000274523,0.016038192,0.001826874,0.053811636,0.014833359,0.211063665,0.000312877,0,0.233238686,0.000809867,0,0,0.000114648,0.000535328,0.000457874
178,Sri Lanka,LKA,Sri Lanka,2.61E-05,0,0,0,0,0,0,0,0,0,0.000819645,0,0,0,0.006327623,8.64E-05,0,0,0,0,0,0,0.004949338,0,0,0,0,0,0,0,0,0,0,0,0.000197527,0,0,0,0,0,0.000246766,0,0,0,0,0,0,0,0,0,0.001405607,0,9.26E-05,0,0,0,0,3.80E-05,0,0,0,0,0,0,0,0,0.0002086,0.000188196,0,0,0,0,0.000135451,0,9.00E-05,0,0,0,0,0,0,0,2.94E-05,0,0,0,0,0.000657628,7.63E-05,8.41E-05,2.07E-05,0,0,0.000154464,0.001597627,0,0.00080378,0.000360196,0,0,0,0,0.000252664,0,0.008328311,0,0,0,0.000907791,0,0,0.000220654,0,0,0,0,0,0,0.000488711,0.441554372,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73E-05,0,0.000171499,0,0,0.000137523,0,0,0,0,0,0.000614667,0.012652439,0.000135935,0,0,0,0,0,0,0,1.44E-05,0,0.010121012,0,1.37E-05,0,0,0,0,0.00451527,0,0,0.000659057,0,0.001811063,0,0,0,0,0,0.000281508,0,2.41E-05,0,0,0,0,0,0,0,0.000738593,0.000451896,9.39E-06,0,0,0.000278882,0,0,0,0,0,1.48E-05,0,0,0,0,0,0.009378696,0.000247899,0.000202212,0,0,0,0,0,0,5.18E-07,0,0,0
179,St. Kitts and Nevis,KNA,St. Kitts and Nevis,0,0,0,0,0,0,0.005638247,0,0,0,3.45E-06,0,0,0.000542557,0,1.03E-06,0.000972392,0,3.57E-06,0,0,0.000478297,0,2.27E-06,0,0,5.74E-05,0,0,0,0,0,1.79E-06,0,6.66E-05,0,0,0,0,0,9.94E-07,0,0,0,0,0,0,0,1.50E-05,0.000665504,5.58E-06,0,0,0,0.003006071,0.000346698,0,2.90E-07,0,0,0,0,0,0,0,0,0,2.41E-06,0,0,0,0,5.55E-06,6.93E-06,2.00E-06,0,0.000839436,0,0,0,0,0.001835124,1.83E-05,1.26E-06,0,0,0,2.98E-06,1.18E-06,8.08E-07,0,7.78E-06,0,2.81E-06,1.85E-06,0.000180018,0,0,0,1.91E-06,0,6.21E-06,0,0,0,0,0,0,2.45E-06,0,0,0,0,1.53E-06,0,0,0,0,0,0,0,1.85E-05,0,0,6.10E-06,1.68E-07,0,0,0,0,0,0,0,0,0,0,4.97E-06,0,0,0,0,1.07E-05,0,0,0,0,0,0,0,0,0,0,1.68E-07,0,8.74E-07,4.49E-05,0,0,4.56E-07,0,0,0,0,6.37E-06,0,0,0,5.34E-06,2.96E-06,0.002278077,0,0,0,0,5.35E-06,0,6.89E-07,0,0,0.001891123,0,0.003057503,0,2.14E-05,0,3.11E-06,2.57E-07,0,6.20E-06,1.01E-06,0,0,0,0.000729626,0,0,0,0.000642261,0,6.44E-06,0,5.55E-06,6.55E-05,0.000373745,0,0,0,1.30E-05,7.42E-07,0.152083841,0,0,0,0
180,St. Lucia,LCA,St. Lucia,0,0,0,0,0,0,0.001632485,0,0,0.001036628,2.93E-05,0,0,0.000293885,0,0,0.007869359,0,0,1.70E-05,0,0.00041851,0,0,0,0,7.10E-06,0,0,0,0,0,0,0,0.00020223,0.00075188,0,0,0,0,4.87E-06,0,0,0,0,0,0,0,1.50E-05,0,0,0,0,0,0.003420702,3.23E-05,0,0,0,0,0,0,0,4.72E-06,0,0,0,3.57E-05,0,0,0,0,1.79E-05,2.77E-05,0,0,0.002315686,0,3.73E-06,0,0,0.004367463,0,0,0,0,0,7.24E-06,0,0,0,0,0,0,5.25E-06,0.000178123,2.46E-05,0,0,0,0,0,0,0,0,0,0,0,1.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.42E-07,0,0,0,0,0,0,0,0,0,0,1.99E-05,0,1.24E-06,0,0,9.93E-06,0,0,0,0,2.95E-06,0,0.000209699,0,0,0,0,0,0,8.78E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07E-05,0,0,0,0.001169466,0,0,0.007849378,0,0.000179579,0,0,3.60E-06,0,0,0,0,0,0,0.002118878,0,0,0,0,0,0,0,0,0.000203639,0.000220684,0,0,0,8.16E-05,0,0.004874482,0,0,0,1.35E-06
181,St. Martin (French part),MAF,St. Martin (French part),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,St. Vincent and the Grenadines,VCT,St. Vincent and the Grenadines,0,0,0,0,0,0,0.001056314,0,0,0,0,0,0,0,0,0,0.00636566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000341754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002009823,0,0,0,0,0.0025174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006281298,0,0,0,0,0.002052182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000183808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004214443,0,0,0,0,0,0,0,0,0.001036572,0.00532452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009275139,0,0,0,0,0,0,0,0,0.000185145,0.000228271,0,0,0,0,0,0,0,0,0,0
183,Sudan,SDN,Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57E-06,0,0,0,0,0,0.02184654,0.213330874,0,0,0.000130243,0,0,0.000509767,3.42E-06,0,0,0,0,0,0,0,0,0,0,0,0,0.004595581,0,0,0.291908683,0,0,0.084499217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14E-06,0,0,0,0,0,0,0,9.16E-05,0,0,1.03E-06,0,0,0,0,0,0,0,0,0.005802944,0,0,0,0,0,0,0,0,0,0,0,0.010128035,0,0,0,0,0,0,0,0,0.000699066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013359204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.53E-05,0,0.149577011,0,0,0,0,0,0,0,0,0,0,0,0,3.10E-06,0,0,0,0,0,1.27E-06,0,0,0,0,0.001908773,0,0,0,0,0,0,0,0,0,0,1.04E-06,0,0,0
184,Suriname,SUR,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004234939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000540459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001601592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029660162,0.000730279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010644827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000121723,0,0,0,0,0,0,0,0,0,0
185,Sweden,SWE,Sweden,0.006185093,0.002150647,0.00164877,0,0.000596588,0.001121532,0.000109747,0.003164516,0.00276044,0,0.006881569,0.011307581,0.002415121,0.000678196,0.001381714,0.000944343,0.001132787,0.001721059,0.004439025,0.00023857,0.000136863,0.001135956,0.00059477,0.005053803,0.035226508,0.001326676,0.004342602,0.000231774,0.005936048,5.20E-05,0.006285308,0.001592966,0.000548363,0.003398598,0.002818683,0,0.000148308,0.000172346,0,0.044659604,0.002824586,0.004339275,4.91E-05,0.001827703,0.00275548,0.002952179,0.000920815,0.007996064,0.001703891,0,0.004233554,0.003777711,0.161486898,0.018416104,0.000621946,0.0004925,0.002200874,0.001816054,0.00188598,0.000336047,0.044335304,0.051038302,0.000339717,0.019704805,0,0.000300903,0.533622181,0.004596313,0,0.000300737,0.045848392,0.001512984,0.011972326,0.003077894,0.016023894,0,0.000578921,0,0.000755348,0.001130563,0.001340356,0.0002631,0.000114554,0.000456391,0.00054847,0.023442607,0.14154232,0.001413104,0.000571853,0.055818799,0.068249855,0.003327483,0,0.007332828,0.003327824,0.000336349,0.002982223,0.005068756,0.000495804,0.007266578,0.000515996,0.000515787,0.004420583,0.030385235,0.01076274,0.001266066,0.000379423,0.017664629,0.032047112,0.00017382,0.002351306,0.014833489,0.000769428,0.017374059,0.004458732,0,0.000774654,0.000208102,0.000797788,0.007521153,0.000121615,0.00162492,0.000102417,0.000430325,0.001152397,0.000207799,3.04E-05,0.000815967,0.000837007,0.03208668,0.003520091,0.003112495,0.000345897,0.000512675,0.000680901,0.000425257,0.010582263,0,0.001355408,0.001276409,0.000125027,0.003566681,0.011578036,0,0.221038419,0.002286585,0.001880626,0.00050344,0.002194346,0.000758874,0.000225449,0.005049041,0.002078021,0.019914091,0.001565836,0,0.006453979,0.007196038,0.001774449,0.000975726,0.000170863,0.00121102,0.000129769,0.01200673,0.001257052,0.009947003,0.001766272,0.002233841,0.002183929,0,0.002566214,0.007312999,0.000947867,0.029820637,0.002691987,2.48E-06,0.007031049,0.004064521,2.66E-05,0.000642615,0,0.000286082,0.001863201,0.00018813,0,0.005565615,0.012631006,0.000476303,0.005265946,0.039055508,0.000104616,0.00069214,0.000499139,0.000783473,0.006359284,0.015264716,0.00090995,0,0,0.005406687,0.001221287,0.009867343,0.005250149,0.006437454,0.006150279,0.001743998,0.000110607,0.001536297,0.006341238,0,0.001509926,0.001227552,0.00188263,0.00076538
